codigo_articulo,grupo,subgrupo,descripcion,unidad_medida
1407011,14,07,"PERFIL PTE, OR, 152 x 152 x 6.4 MM, 6.1 M, ASTM A500 GR. B",PC
1407012,14,07,"PERFIL PTE, RECTANGULAR, 2"" X 2"", CALIBRE 14",PC
1407013,14,07,"PERFIL PTE, RECTANGULAR, ANCHO 1/2"", ALTURA 1/2"", CALIBRE 14, 6 METROS, ACERO AL CARBON",PC
1407014,14,07,"PERFIL PTE, PTR, 4"" x 4"" CALIBRE 12, 6 M.",PC
1407015,14,07,"PERFIL PTE, PERFIL PTE, PTR, 2"" X 2"", CAL. 12",PC
1407016,14,07,"PERFIL PTE, PTR, 1 1/4"" X 1 1/4"", CAL. 12",PC
1407017,14,07,"PERFIL PTE, PTR, 3"" X 3"" CAL. 10, 6 M",PC
1407018,14,07,"PERFIL PTE, PTR DE ACERO, 1 1/2"" X 1/8"", 6 METROS, VERDE, CALIBRE 11",PC
1407019,14,07,"PERFIL PTE, PTR DE ACERO, 2"" X 1/8"", 6 METROS, VERDE, CALIBRE 11",PC
1407020,14,07,"PERFIL PTE, PTR DE ACERO, 3"" X 3"", 6 METROS, VERDE, CALIBRE 11",PC
1407021,14,07,"PERFIL PTE, RECTANGULAR, 2-1/2"" X 2-1/2"" X 0.075"", 6 M, ASTM A513",PC
1407022,14,07,"PERFIL PTE, PTR, 2"" X 2"", 6 M; CAL. 11",PC
1407023,14,07,"PERFIL PTE, PTR, 1-1/2"" X 1-1/2"", 6 M; CAL. 11",PC
1407024,14,07,"PERFIL PTE, CUADRADO, 1-1/2"" X 1-1/2"", 6 M, ASTM A36, CAL 14",PC
1407025,14,07,"PERFIL PTE, CUADRADO, 2"" X 2"", 6 M, ASTM A36, CAL 14",PC
1407026,14,07,"PERFIL PTE, OR, 203MM X 9.5 MM, 6.1 M, ASTM A500 GR. B",PC
1407027,14,07,"PERFIL PTE, PTR, 2"" X 2"" CALIBRE 14, 6 METROS, ACERO AL CARBON",PC
1407028,14,07,"PERFIL PTE, ANGULO, 2 1/2"" X 2 1/2"" X 3/16"", 6 METROS, ACERO AL CARBON",PC
1407029,14,07,"PERFIL PTE, OR, 76MM X 6MM, 6.1 M, ASTM A500 GR. B",PC
1407030,14,07,"PERFIL PTE, OR, 152 MM X 51 MM X 6.4 MM, 6.1 M, ASTM A500 GR. B",PC
1407031,14,07,"PERFIL PTE, OC, 21MM X 2.77 MM, 6.1 M, ASTM A500",PC
1407032,14,07,"PERFIL PTE, OC, CALIBRE 51 MM X 4.8 MM, 6.1 M, ASTM A500",PC
1407033,14,07,"PERFIL PTE, OR, 51 MM X 6.4 MM, 6.1 M, ASTM A500 GR. B",PC
1407034,14,07,"PERFIL PTE, PTR CUADRADO, 3"" X 3"", CALIBRE 11, 3.60 M",PC
1407035,14,07,"PERFIL PTE, PTR CUADRADO, 2"" X 2"", CALIBRE 11",PC
1407036,14,07,"PERFIL PTE, PTR CUADRADO, 1-1/2"" X 1""-1/2"", CALIBRE 11, 6 M",PC
1407037,14,07,"PERFIL PTE, OR, 203 MM X 102 MM X 6.4 MM, 28.26 KG/M, 6.1 M, ASTM A500 GR.B",PC
1407038,14,07,"PERFIL PTE, OR, 152 MM X 102 MM X 3.2 MM, 12.13 KG/M, 6.10 M, ASTM A-500 GR.B",PC
1407039,14,07,"PERFIL PTE, HSS, 8"" X 8"" 0.500"", CALIBRE 1/2"", 72.79 KG/M, 12.2 M, A500°B",PC
1407040,14,07,"PERFIL PTE, PERFIL PTE, PTR, 2"" X 2"" X 0.250"", CALIBRE 1/4"", 8.04 KG/M, 6.10 METROS, A500°B",PC
1407041,14,07,"PERFIL PTE, HSS, 6"" X6"" X .250"" (6.3MM), CALIBRE 1/4"", 28.36 KG/M, 12.20 METROS, A500°B",PC
1407042,14,07,"PERFIL PTE, PTR, 1-1/2"" x 1-1/2"", CALIBRE 14",PC
1407043,14,07,"PERFIL PTE, PTR CUADRADO, 2-1/2"" X 2-1/2"", CALIBRE 11",PC
1407044,14,07,"PERFIL PTE, PTR CUADRADO, 3"" X 3"", CALIBRE 18, 6 M",PC
1407045,14,07,"PERFIL PTE, PTR CUADRADO, 2"" X 2"", CALIBRE 18, 6 M",PC
1407046,14,07,"PERFIL PTE, PTR, 1-1/4"" x 1-1/4"", CALIBRE 11",PC
1407047,14,07,"PERFIL PTE, PTR, 1-1/2"" X 1-1/2"", CALIBRE 11",PC
1407048,14,07,"PERFIL PTE, PTR, 1"" X 1"", CALIBRE 14",PC
1407049,14,07,"PERFIL PTE, PTR, 4"" X 4"" X 0.250"", CALIBRE 1/4"", 18.6 KG/M, 6.00 METROS, A500°B",PC
1407050,14,07,"PERFIL PTE, PTR CUADRADO, 1-1/4"" X 1-1/4"", CALIBRE 11, 6 M",PC
1407051,14,07,"PERFIL PTE, RECTANGULAR PTR, 4” X 4” X 1/4"", CALIBRE 1/4"", LONGITUD DE 6.10 METROS, ACERO AL CARBON",PC
1407052,14,07,"PERFIL PTE, RECTANGULAR PTR, DE 2” X 2” X 1/4"", CALIBRE 1/4"", LONGITUD DE 6.10 METROS, ACERO AL CARBON",PC
1407053,14,07,"PERFIL PTE, PTR CUADRADO, 3"" X 3"", CALIBRE 11, 6 M",PC
1407054,14,07,"PERFIL PTE, PTR, 2-1/2"" X 2-1/2"", CALIBRE 14, 6 M",PC
1407055,14,07,"PERFIL PTE, PTR, 4"" X 4"", CALIBRE 14, 6 M",PC
1407056,14,07,"PERFIL PTE, PTR, 1"" X 1"" X 0.0036"", CALIBRE 20, 6.10 METROS, A500°B",PC
1407057,14,07,"PERFIL PTE, OC CIRCULAR, 168 MM X 11 MM, 42.57 KG/M, 6.10 M, ASTM A500 GR.B",PC
1407058,14,07,"PERFIL PTE, PTR, 3"" x 3"", CALIBRE 1/4"", 6 METROS",PC
1407059,14,07,"PERFIL PTE, PTR, 2-1/2"" X 2-1/2"", CALIBRE 11, 6 M",PC
1407060,14,07,"PERFIL PTE, PTR, 4"" X 4"", CALIBRE 11, 6 M",PC
1407061,14,07,"PERFIL PTE, PTR CUADRADO, 102 MM X 4.8MM, CALIBRE 7, 14.02 KG/MT, 6 M",PC
1407062,14,07,"PERFIL PTE, PTR, 1 1/2"" X 1 1/2"" X 1/8"", CALIBRE 16, 6 MTS, COLOR NEGRO",PC
1407063,14,07,"PERFIL PTE, PTR, 1-1/4"" X 1-1/4"", CALIBRE 14",PC
1407064,14,07,"PERFIL PTE, PTR, 1"" X 1 "", CALIBRE 11, 6 M",PC
1407065,14,07,"PERFIL PTE, PTR, 1"" X 1"" X 0.250"", CALIBRE 1/4"", 8.04 KG/M, 6.10 METROS, A500°B",PC
1407066,14,07,"PERFIL PTE, PTR, 3""X3"", CALIBRE 14, 6 M",PC
1408001,14,08,"TUBO ESTRUCTURAL, DIAMETRO 2"", CEDULA C-40, LONGITUD 6 MTS, ASTM A-106 GR B, ASME B36.10, N/A",PC
1408002,14,08,"TUBO ESTRUCTURAL, DIAMETRO 2"", CEDULA 40, LONGITUD 6 MTS, ACERO A-513",PC
1408003,14,08,"TUBO ESTRUCTURAL, DIAMETRO 1 1/2"", CEDULA 40, LONGITUD 6 MTS, ACERO A-513",PC
1408004,14,08,"TUBO ESTRUCTURAL, DIAMETRO 1 1/2"", CEDULA 40, LONGITUD 6.40 M, GALVANIZADO SIN COSTURA",PC
1408005,14,08,"TUBO ESTRUCTURAL, TUBO ESTRUCTURAL, 48 MM x 3.8 MM, LONGITUD 6.1 M, ASTM A53",PC
1408006,14,08,"TUBO ESTRUCTURAL, 48 MM x 3.8 MM, LONGITUD 6.1 M, ASTM A500",PC
1408007,14,08,"TUBO ESTRUCTURAL, 60 MM x 5.5 MM, LONGITUD 6.1 M, ASTM A53",PC
1408008,14,08,"TUBO ESTRUCTURAL, 3""X 1/4"", LONGITUD 20 FT, ASTM A500 GRADO B",PC
1408009,14,08,"TUBO ESTRUCTURAL, ACERO AL CARBÓN, DIAMETRO 2"", CEDULA 40, LONGITUD 6 M, ASTM A-53 TIPO F",PC
1408010,14,08,"TUBO ESTRUCTURAL, ACERO AL CARBÓN NEGRO, DIAMETRO 2"", CEDULA 80, 5.5 MM, LONGITUD 6.1 M, ASTM A-53",PC
1408011,14,08,"TUBO ESTRUCTURAL, ACERO AL CARBÓN, DIAMETRO 2"", CEDULA 40, LONGITUD 6 M, ASTM A-53",PC
1408012,14,08,"TUBO ESTRUCTURAL, CUADRADO DE  1 1/2 A 6.10 M",PC
1408013,14,08,"TUBO ESTRUCTURAL, DIAMETRO 10"", 0.250¿, LONGITUD 6.1 M, ASTM A-513",PC
1408014,14,08,"TUBO ESTRUCTURAL, ACERO AL CARBÓN, PERFIL TUBULAR RECTO DE 2"" x 2"" CALIBRE 14.",PC
1408015,14,08,"TUBO ESTRUCTURAL, ACERO AL CARBON, DIAMETRO 2"" X 2"", 1/4"", LONGITUD 12.20 M, ASTM A500 GR. B, HSS",PC
1408016,14,08,"TUBO ESTRUCTURAL, ACERO AL CARBON, DIAMETRO 3"" X 3"", 1/4"", LONGITUD 12.20 M, ASTM A500 GR.B, HSS",PC
1408017,14,08,"TUBO ESTRUCTURAL, ACERO AL CARBON, DIAMETRO 4"" X 4"", 1/4"", LONGITUD 12.20 M, ASTM A500 GR.B, HSS",PC
1408018,14,08,"TUBO ESTRUCTURAL, TUBO ESTRUCTURAL, DIAMETRO 4"", CEDULA CED. 30, LONGITUD 6.10 MTS, GALVANIZADO, A513",PC
1408019,14,08,"TUBO ESTRUCTURAL, ACERO AL CARBON, DIAMETRO 254 MM, 16 MM, 93.9 KG/M, ASTM A500 GR B",PC
1409001,14,09,"LAMINA, ANTIDERRAPANTE, CALIBRE 1/8, LARGO 10', ANCHO 4', A.C., ASTM A-186",PC
1409002,14,09,"LAMINA, PERFORADA 3 MM, CALIBRE 18, LARGO 1.22 M, ANCHO 2 M, ACERO INOXIDABLE, ASTM A-123",PC
1409003,14,09,"LAMINA, PLACA RIGIDA, CALIBRE 1/2"", LARGO 10 FT, ANCHO 4 FT, PVC, ASTM D1784",PC
1409004,14,09,"LAMINA, LÁMINA R72, CALIBRE 26, LARGO 3.05 M, ANCHO 0.82 M, ACERO, GALVANIZADO",PC
1409005,14,09,"LAMINA, GALVANIZADA, CALIBRE 10, LARGO 10', ANCHO 4'",PC
1409006,14,09,"LAMINA, GALVANIZADA, CALIBRE 11, LARGO 10', ANCHO 4'",PC
1409007,14,09,"LAMINA, LAMINA, GALVANIZADA, CALIBRE 16, LARGO 10', ANCHO 4'",PC
1409008,14,09,"LAMINA, ANTIDERRAPANTE, CALIBRE 1/8, LARGO 4', ANCHO 8', A.C., ASTM-186, 90 KG/PZ",PC
1409009,14,09,"LAMINA, LISA, CALIBRE 10, LARGO 3.05 M, ANCHO 1.22 M",PC
1409010,14,09,"LAMINA, ACANALADA ZINTRO ALUM, LARGO 7.32 M, ANCHO 1.10 M, ALUMINIO",PC
1409011,14,09,"LAMINA, LISA, CALIBRE 14, LARGO 2.44 M, ANCHO 1.22 M, ACERO AL CARBON, ASTM A36/ ASTM A10111",PC
1409012,14,09,"LAMINA, GALVANIZADA LISA, CALIBRE 22, LARGO 3 FT, ANCHO 10 FT, 0.76 MM DE ESPESOR",PC
1409013,14,09,"LAMINA, LISA, CALIBRE 14, LARGO 3.04 M, ANCHO 1.22 M, ACERO AL CARBON",PC
1409014,14,09,"LAMINA, GALVANIZADA LISA, CALIBRE 14, LARGO 3.05 MTS, ANCHO 1.22 MTS, ACERO AL CARBON GALVANIZADO",PC
1409015,14,09,"LAMINA, LISA, CALIBRE 10, LARGO 4, ANCHO 3, GALVANIZADA",PC
1409016,14,09,"LAMINA, LISA, CALIBRE 10"", LARGO 4 PIES, ANCHO 10 PIES, GALVANIZADA",PC
1409017,14,09,"LAMINA, LISA, CALIBRE 10, LARGO 8', ANCHO 3', ACERO AL CARBON",PC
1409018,14,09,"LAMINA, LISA, CALIBRE 10, LARGO 10', ANCHO 3', ACERO AL CARBON",PC
1409019,14,09,"LAMINA, ZINCALUM R-101, CALIBRE 26, LARGO 6.10 MTS, PREMIUM",PC
1409020,14,09,"LAMINA, GALVATEJA, CALIBRE 26, LARGO 4.5 M, ANCHO 1.00 M, ACABADO ROJO JANITZIO, ACERO GRADO SS37",PC
1409021,14,09,"LAMINA, CABALLETE GALVATEJA, CALIBRE 26, LARGO 45 CM, ANCHO 35 CM, ACABADO ROJO JANITZIO, RECUBRIMEINTRO ANTICORROSIVO",PC
1409022,14,09,"LAMINA, R-101, CALIBRE 22, PIEZA DE 4""X8""",PC
1409023,14,09,"LAMINA, EMPAQUE GARLOCK, 1/16"", LARGO 50CM, ANCHO 50 CM",PC
1409024,14,09,"LAMINA, ACANALADA, LARGO 6.10 M",PC
1409025,14,09,"LAMINA, LISA, CALIBRE 10, LARGO 4 PIES, ANCHO 10 PIES, ACERO, ASMT A36",PC
1409026,14,09,"LAMINA, ACANALADA, LARGO 6.10 M, ANCHO 1 M",PC
1409027,14,09,"LAMINA, ANTIDERRAPANTE, CALIBRE 3/16"", LARGO 3.05 M, ANCHO 1.24 M",PC
1409028,14,09,"LAMINA, R-101, CALIBRE 20, ANCHO EFECTIVO 100.8 CM, GALVANIZADA",PC
1409029,14,09,"LAMINA, LISA, CALIBRE 10, LARGO 20', ANCHO 4', ACERO AL CARBÓN",PC
1409030,14,09,"LAMINA, ACANLADA RN-100/35, CALIBRE 26, 3.5 CM (1-1/2""), ANCHO 1.00 MT (39.4""), TERNIUM O SIMILAR",PC
1409031,14,09,"LAMINA, LISA, CALIBRE 10, LARGO 10', ANCHO 4', ACERO AL CARBÓN",PC
1409032,14,09,"LAMINA, LAMINA GALVANIZADA CALIBRE 12"", LARGO 1.22 METROS, ANCHO 2.44 METROS",PC
1409033,14,09,"LAMINA, FIBROCEMENTO, 5 MM, LARGO 2. 44 M, ANCHO 1 M, FIBROCEMENTO, 24.10 KG, ACABADO GRIS NATURAL, 6 ONDAS, MARCA MEXALIT",PC
1409034,14,09,"LAMINA, GALVANIZADA LISA, LARGO 8 FT, ANCHO 3 FT",PC
1409035,14,09,"LAMINA, CABALLETE TRN-100/35, CALIBRE 26, LARGO 3.05 MT, ANCHO 0.45 MT, TERNIUM Y/O SIMILAR",PC
1409036,14,09,"LAMINA, ACANALADA RN-100/35, CALIBRE 26, 1-1/2"" (3.5 CM), ANCHO 39.4"" (1.00 MT), TERNIUM O SIMILAR",PC
1409037,14,09,"LAMINA, GALVANIZADA LISA, CALIBRE 16, ANCHO 3 FT",PC
1409038,14,09,"LAMINA, ACANALADA RN-101/35, CALIBRE 26, 1-1/2"" (3.5 CM), ANCHO 39.4"" (1.00 MT), TERNIUM O SIMILAR",PC
1409039,14,09,"LAMINA, CABALLETE TRN-101/35, CALIBRE 26, LARGO 3.05 MT, ANCHO 0.45 MT, TERNIUM Y/O SIMILAR",PC
1409040,14,09,"LAMINA, ACANALADA, LARGO 6.10 M, ANCHO 1.10 M",PC
1409041,14,09,"LAMINA, GALVANIZADA, CALIBRE 10, LARGO 6.10 MTS, ANCHO 1.20 MTS",PC
1409042,14,09,"LAMINA, ACANALADA, LARGO 7.32 M, ANCHO 0.80 M, ALUMINIO",PC
1409043,14,09,"LAMINA, R-101, CALIBRE 22, LARGO 6.10 METROS, ANCHO 1.10 METROS, ACABADO GALVANIZADA",PC
1409044,14,09,"LAMINA, CUMBRERA DE LAMINA, CALIBRE 22, ACABADO GALVANIZADO DE ZINC, 3 METROS",PC
1410001,14,10,"REJILLA TIPO IRVING, GALVANIZADA ANTIDERRAPANTE, PERALTE 1"", ANCHO 1 MTS., LARGO 6 MTS., ESPESOR DE SOLERA 1/8"", ESPACIO ENTRE SOLERA 30 MM, ESPACIO ENTRE VARILLAS 100 MM, ASTM A36",PC
1410002,14,10,"REJILLA TIPO IRVING, GALVANIZADA ANTIDERRAPANTE, PERALTE 1"", ANCHO 1 MTS., LARGO 6 MTS., ESPESOR DE SOLERA 3/16"", ESPACIO ENTRE SOLERA 30.2 MM, ESPACIO ENTRE VARILLAS 50 MM, ASTM-A123",PC
1410003,14,10,"REJILLA TIPO IRVING, GALVANIZADA ANTIDERRAPANTE, PERALTE 1 1/4"", ANCHO 1 MTS., LARGO 6 MTS., ESPESOR DE SOLERA 1/8"", ESPACIO ENTRE SOLERA 30.2 MM, ESPACIO ENTRE VARILLAS 50 MM, ASTM-A123",PC
1410004,14,10,"REJILLA TIPO IRVING, REJILLA TIPO IRVING, IS-05, PERALTE 1-1/2"", ANCHO 1/8"", LARGO 6.10 M, ESPESOR DE SOLERA 3/16"", ESPACIO ENTRE SOLERA 1"", ESPACIO ENTRE VARILLAS 4"", ASTM A-1011, ASTM A-123",PC
1410005,14,10,"REJILLA TIPO IRVING, REJILLA TIPO IRVING, PERALTE 1 1/4"", ANCHO 1"", LARGO 100 CM X 6 M, ESPESOR DE SOLERA 1/8"", ESPACIO ENTRE SOLERA 30.2 MM X 30.2 MM, ESPACIO ENTRE VARILLAS 100 MM X 50 MM, ASTM-A123, MULTI REJILLA CON SOLERAS DENTADAS",PC
1410006,14,10,"REJILLA TIPO IRVING, REJILLA  LISA, PERALTE 1"", ANCHO 1 METRO, LARGO 6 METROS, ESPESOR DE SOLERA 1/8"", ESPACIO ENTRE SOLERA 30 MM, ESPACIO ENTRE VARILLAS 100 MM, ACERO AL CARBÓN",PC
1411001,14,11,"FIJADORES PARA REJILLA IRVING, FIJADORES PARA REJILLA IRVING, GRAPA DE FIJACION PARA REJILLA TIPO IRVING, GALVANIZADO, ESPACIO ENTRE SOLERAS 30 MM, PERALTE DE REJILLA IRVING 25 A 38 MM, ASTM A36",PC
1412001,14,12,"PERFIL SOLIDO, COLD ROLLED, 1/2, LONGITUD 6.10 M, A-36, A-36",PC
1412002,14,12,"BARRA DE ACERO ALEADO 4140R, 1 1/2"", LONGITUD 6, ALTA RESISTENCIA, ALTA RESISTENCIA",PC
1412003,14,12,"PERFIL SOLIDO, PERFIL SOLIDO, OS, 19 MM, 6.1 M, ASTM A36",PC
1412004,14,12,"PERFIL SOLIDO, OS, 19 MM, 6.1 M, ASTM A572",PC
1412005,14,12,"PERFIL SOLIDO, UNICANAL TIPO RIEL, 4 X 2 CM, TRAMO DE 3 M",PC
1412006,14,12,"PERFIL SOLIDO, COLD ROLLED REDONDO, 1"", 6 M, ASTM A36",PC
1412007,14,12,"PERFIL SOLIDO, COLD ROLLED, 1"", 6.10 M",PC
1412008,14,12,"PERFIL SOLIDO, COLD ROLLED, 3/4"", 6.10 M, ASTM A36",PC
1412009,14,12,"PERFIL SOLIDO, OS, 16 MM, 6.1 M, ASTM A36",PC
1412010,14,12,"PERFIL SOLIDO, OS, 25 MM, 6.1 M, ASTM A36",PC
1412011,14,12,"PERFIL SOLIDO, OS, 25 MM, 6.1 M, ASTM A572",PC
1412012,14,12,"PERFIL SOLIDO, OS, 32 MM, 6.1 M, ASTM A36",PC
1412013,14,12,"PERFIL SOLIDO, OS, 32 MM, 6.1 M, ASTM A572",PC
1412014,14,12,"PERFIL SOLIDO, UNICANAL RANURADO TIPO RIEL, ACERO INOXIDABLE, 4 X 2 CM, TRAMO DE 3 M",PC
1412015,14,12,"PERFIL SOLIDO, UNICANAL RANURADO TIPO RIEL, GALVANIZADO, 4 X 2 CM, TRAMO DE 3 M",PC
1412016,14,12,"PERFIL SOLIDO, UNICANAL TIPO RIEL, ACERO GALVANIZADO, 4 x 4 CM, TRAMO DE 3 M",PC
1412017,14,12,"PERFIL SOLIDO, LISO, ACERO A36, 1/2"" (13 MM), 6.10 MTS",PC
1412018,14,12,"PERFIL SOLIDO, REDONDO OS, 19.1 MM, 6 METROS, ASTM A-36",PC
1412019,14,12,"PERFIL SOLIDO, REDONDO OS, 12.7 MM, 12 METROS, ASTM A-36",PC
1501001,15,01,"LLAVE, UNIVERSAL DE LONA, CUERPO ALUMINIO / CINTA NYLON, DIAMETRO 3"", LONGITUD 12"", ANCHO 1 11/16, URREA, MODELO 802",PC
1501002,15,01,"LINTERNA, DE MANO, DE NYLON Y POLICARBONATO, 2.85"", 7.06"", COLOR NARANJA, INTRÍNSECAMENTE SEGURA Y RECARGABLE",PC
1501003,15,01,"TORQUÍMETRO, TRUENO DUAL, ACERO/ALUMNIO, 1/2"", TORQUE 30-250 FT-LB, URREA, MODELO 60143",PC
1501004,15,01,"JUEGO DE 9 LLAVES TORX CON ORGANIZADOR ABATIBLE, ACERO AL CROMO VANADIO, TRUPER, MODELO TORX-9",PC
1501005,15,01,"LÁMPARA LED, INALÁMBRICO, PLÁSTICO ABS (CARCASA), 21.6 CM, 10.5 CM, 17.7 CM, 3,000 LÚMENES, RYOBI, MODELO PCL661B, BATERIA DE 18 V ONE",PC
1501006,15,01,"NAVAJA, BOLSILLO PLEGABLE, HOJA DE ACERO, MANGO DE PLÁSTICO, 25.9 CM, 7.62 CM, 1.27 CM, RYOBI, MODELO RHCKF02",PC
1501007,15,01,"GUIA PARA CABLE, NYLON, 20 MTS, TRUPER, MODELO GNY20",PC
1501008,15,01,"MARTILLO PULIDO DE BOLA, 32 OZ, TRUPER, MODELO 16904",PC
1501009,15,01,"SOMBRILLA INDUSTRIAL PARA SOLDADOR, DE LONA ANTICHISPA, 1.50 MTS, DIAMETRO 2 MTS",PC
1501010,15,01,"HERRAMIENTA PARA INSTALACIÓN DE CABLE, IRONCLAD, MODELO TIES-610, 610 PCS CINCHOS POR PAQUETE",PC
1501011,15,01,"FLEXOMETRO, ACERO INOXIDABLE, 8 M, 30 MM, URREA, MODELO UR1598LSW",PC
1501013,15,01,"MARTILLO BOLA, 24 OZ, URREA, MODELO 1324PN, MANGO ENCINO",PC
1501014,15,01,"LLAVE, AJUSTABLE(PERICA), CROMADA, 12"", URREA, MODELO 712I",PC
1501015,15,01,"MARRO, CON MANGO MADERA 12"", TRUPER, MODELO MD-3M",PC
1501016,15,01,"FLEXOMETRO, CONTRA IMPACTO, 5 M, SURTEK, MODELO B122081",PC
1501017,15,01,"LLAVE, MIXTA STD, 1/2"", URREA, MODELO 1216",PC
1501018,15,01,"PIQUETA, HACHA, BELLOTA, MODELO 593200",PC
1501019,15,01,"PINZA PRESIÓN, RECTA, 10"", URREA, MODELO 293R",PC
1501020,15,01,"LAMPARA LED, PORTATIL CON BASE MAGNETICA, PLASTICO, 24.89 CM, 3.81CM, 13.46 CM, BATERIA REDLITHIUM USB, MILWAUKEE, MODELO 2112.21",PC
1501021,15,01,"JUEGO DE 6 DESTORNILLADORES, PRECISION (PHILLIPS + RANURADOS), ACERO / PLASTICO, #0, #00, 1/16"", 3/32"", 1/8"", 5/32"", MILWAUKEE, MODELO 48-22-2606",PC
1501022,15,01,"TENSIONADORA ESTÁNDAR, PARA FLEJE DE ACERO DE 3/8"" A 3/4""",PC
1501023,15,01,"SELLADORA PARA HEBILLAS DE FLEJE DE ACERO, DE 3/4",PC
1501024,15,01,"TENSIONADORA ESTÁNDAR, PARA FLEJE DE POLIPROPILENO DE 1/2""",PC
1501025,15,01,"TIJERA PARA HOJALATERO, ACERO AL CARBON, 10 "", TRUPER, MODELO TH-10",PC
1501026,15,01,"SET DE PONCHADORA Y PELACABLE CON TERMINALES, HERRAMIENTA DE ACERO AL CARBON, TERMINALES DE COBRE ESTAÑADO CON PVC, INCLUYE: 1 PINZA PELACABLE AUTOMATICA, 1 PINZA PONCHADORA DE TERMINALES, 1200 TERMINALES , CAJA ORGANIZADORA",PC
1501027,15,01,"KIT DE CRIMPADORA Y PELACABLES CON TERMINALES, HERRAMIENTA DE ACERO AL CARBON, TERMINALES DE COBRE ESTAÑADO CON PVC, AUTRUCKER, INCLUYE: 1 HERRAMIENTA CRIMPADORA/PELACABLE, 708 TERMINALES, CAJA ORGANIZADORA",PC
1501028,15,01,"FLEXOMETRO, COMPACTO, PLASTICO / ACERO, 5 M / 16 FT, MILWAUKEE, MODELO 48-22-6618",PC
1501029,15,01,"POLIPASTO, PALANCA, ACERO, 3 M, 3 TON, YALE, MODELO UNOPLUS",PC
1501030,15,01,"POLIPASTO MANUAL, INDUSTRIAL, ACERO, 3 M, 3 TON, YALE",PC
1501031,15,01,"JUEGO DE HERRAMIENTAS, MECANICAS, 20 PIEZAS, CRAFTSMAN, MODELO CMMT45305, INCLUYE: 75 ENCHUFES POCO PROFUNDOS Y PROFUNDOS DE 6 PT Y 12 PT, 3 TRINQUETES DE ACCIONAMIENTO 1/4"", 3/8"", 1/2"", 3 BARRAS DE EXTENSION, 21 LLAVES ESTANDAR Y MEDIA, 44 LLAVES HEXAGONALES, 66 PUNTAS ESPECIALES, 16 CUBOS DE TUERCAS, 1 DRIVER, 1 ADAPTADOR DE ENCHUFE A BROCA Y 1 CAJA",PC
1501032,15,01,"JUEGO DE HERRAMIENTAS, MECANICA, 230 PIEZAS, CRAFTSMAN, MODELO CMMT45305, INCLUYE: 75 ENCHUFES POCO PROFUNDOS Y PROFUNDOS DE 6 PT Y 12 PT, 3 TRINQUETES DE ACCIONAMIENTO 1/4"", 3/8"", 1/2"", 3 BARRAS DE EXTENSION, 21 LLAVES ESTANDAR Y MEDIA, 44 LLAVES HEXAGONALES, 66 PUNTAS ESPECIALES, 16 CUBOS DE TUERCAS, 1 DRIVER, 1 ADAPTADOR DE ENCHUFE A BROCA Y 1 CAJA",PC
1501033,15,01,"JUEGO DE DADOS, CON MATRACA, CROMO, 3/8"", 33 PIEZAS, URREA, MODELO 5200CB",PC
1501034,15,01,"JUEGOS DE 15 LLAVES COMBINADAS, 12 PUNTAS, ACABADO PULIDO ESPEJO, ACERO, URREA, MODELO 1200F",PC
1501035,15,01,"LLAVE STILLSON AJUSTABLE, TIPO INDUSTRIAL, ALUMINIO, 10"", URREA, MODELO 810AUR",PC
1501036,15,01,"LLAVE STILLSON AJUSTABLE, TIPO INDUSTRIAL, ALUMINIO, 18"", URREA, MODELO 818AUR",PC
1501037,15,01,"JUEGOS DE 4 PINZAS, ACERO AL CARBON, URREA, MODELO J200G, INCLUYE: 1 PINZA PRESION, 1 PINZA DE PUNTA AGUJA, 1 PINZA DE CORTE LATERAL, 1 PINZA DE USO GENERAL",PC
1501038,15,01,"LLAVE COMBINADA, MATRACA REVERSIBLE DE 72 DIENTES, ACERO, 10 MM, SURTEK, MODELO 100580",PC
1501039,15,01,"JUEGO DE 21 BROCAS, ALTA VELOCIDAD (HSS) PARA METAL, ACERO, URREA, MODELO G5121",PC
1501040,15,01,"PISTOLA CALAFATEADORA, ESQUELETO, REFORZADO, ACERO/ALUMINIO, 8-1/2"" X 2"", 37.7 CM, TRUPER, MODELO PICA-X",PC
1501041,15,01,"TIJERA PARA ELECTRICISTA, ACERO INOXIDABLE, 6"", TRUPER, MODELO 102864-TIEL-6",PC
1501042,15,01,"FLEXOMETRO, COMPACTO, PLASTICO / ACERO, 8 M / 25 FT, MILWAUKEE, MODELO 48-22-0726",PC
1501043,15,01,"NAVAJA PLEGABLE, MULTIUSO FASTACK 6 EN 1, ACERO, 6 FUNCIONES, MILWAUKEE, MODELO 48-22-1505",PC
1501044,15,01,"JUEGO DE 4 PINZAS PARA SEGUROS DE ANILLOS, CONVERTIBLES, PUNTAS RECTAS Y ANGULADAS, ACERO NIQUELADO, 225 MM, APERTURAS EXTERNAS 36 - 39 MM, INTERNAS 31 - 36 MM, BGS, MODELO 650",PC
1501045,15,01,"BOMBA FUMIGADORA DOMESTICA, MANUAL, POLIETILENO, 2 L, TRUPER, MODELO FDO-2",PC
1501046,15,01,"TORQUÍMETRO, TRUENO DUAL, ACERO/ALUMNIO, 1/4"", 110-50 IN-LB, URREA, MODELO 6061A",PC
1501047,15,01,"TORQUÍMETRO, TRUENO DUAL, ACERO/ALUMNIO, 3/8"", 10-100FT-LB, URREA, MODELO 6012A",PC
